Emitter_id,Node_id,AidRES_site_id,NUTS0,NUTS3,Lat,Lon,Sector_id,Sector_name,Product_route_id,Product_route_name,Product_cap_ktpa,Config_id_1,Config_id_2,Config_id_noCC,Route_name_1,Route_name_2,Route_name_noCC,Base_emissions_tot_tCO2ptpa,Base_emissions_direct_tCO2ptpa,Captured_CO2_1_tCO2ptpa,Captured_CO2_2_tCO2ptpa,Capture_ofwhich_bio_1_tCO2ptpa,Capture_ofwhich_bio_2_tCO2ptpa,Totex_1_EURptpa,Totex_2_EURptpa,Totex_noCC_EURptpa,Capex_1_EURptpa,Capex_2_EURptpa,Capex_noCC_EURptpa,Opex_noTandS_1_EURptpa,Opex_noTandS_2_EURptpa,Opex_noTandS_noCC_EURptpa,CO2_allowance_cost_1_EURpt,direct_emission_1_tco2_t,direct_emission_2_tco2_t,direct_emission_noCC_tco2_t,total_emission_1_tco2_t,total_emission_2_tco2_t,total_emission_noCC_tco2_t,Cluster_julia
E2026,C2,2,AT,AT121,48.2068240999999,15.21864,3,Glass,11,glass-container,191.9708029,140,146,145,(NG)-CC,(EL)-CC,(EL),0.44358809,0.338,0.097,0.021,0.0,0.0,251.80920304444447,260.61025659999996,267.09275660000003,68.483,53.919,50.0,183.32620304444447,206.6912566,217.09275660000003,1.6499999999999997,0.011,0.002,0.073,0.08259808833333333,0.1719824,0.2425564,C1
E2025,C3,3,AT,AT314,48.0562712999999,14.1409959,3,Glass,11,glass-container,218.5456454,140,146,145,(NG)-CC,(EL)-CC,(EL),0.44358809,0.338,0.097,0.021,0.0,0.0,251.80920304444447,260.61025659999996,267.09275660000003,68.483,53.919,50.0,183.32620304444447,206.6912566,217.09275660000003,1.6499999999999997,0.011,0.002,0.073,0.08259808833333333,0.1719824,0.2425564,C2
E2533,C4,4,AT,AT127,48.1386927,16.5085711999999,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C3
E569,C5,5,AT,AT223,47.3797904999999,15.0597356,1,Steel,1,steel-primary,1281.095112,204,203,203,(NG)DRI-EAF-MEA,(NG)DRI-EAF,(NG)DRI-EAF,2.36399401,2.002,0.586,0.0,0.0,0.0,435.4523586444444,502.38245864444445,502.38245864444445,46.0,32.0,32.0,389.4523586444444,470.38245864444445,470.38245864444445,9.75,0.065,0.651,0.651,0.20736103233333333,0.7814126323333334,0.7814126323333334,C4
E570,C6,6,AT,AT223,47.4451296,15.2828595,1,Steel,2,steel-secondary,150.816568,214,218,214,Scraps EAF,EU-mix-2050,Scraps EAF,0.143477203,0.04,0.0,0.0,0.0,0.0,531.9477585,531.9477585,531.9477585,18.0,18.0,18.0,513.9477585,513.9477585,513.9477585,6.0,0.04,0.04,0.04,0.0973878205,0.0973878205,0.0973878205,C5
E571,C7,7,AT,AT221,47.0655495999999,15.4187042,1,Steel,2,steel-secondary,305.8224852,214,218,214,Scraps EAF,EU-mix-2050,Scraps EAF,0.143477203,0.04,0.0,0.0,0.0,0.0,531.9477585,531.9477585,531.9477585,18.0,18.0,18.0,513.9477585,513.9477585,513.9477585,6.0,0.04,0.04,0.04,0.0973878205,0.0973878205,0.0973878205,C6
E1392,C8,8,AT,AT331,47.5518373,10.6374967999999,2,Cement,8,cement,270.7007624,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C7
E1395,C8,8,AT,AT331,47.5518373,10.6374967999999,2,Cement,8,cement,59.35199335,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C7
E1393,C9,9,AT,AT323,47.7271635999999,13.0418909,2,Cement,8,cement,478.2881936,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C8
E572,C10,10,AT,AT312,48.2786072999999,14.3197919,1,Steel,1,steel-primary,4895.904888,204,203,203,(NG)DRI-EAF-MEA,(NG)DRI-EAF,(NG)DRI-EAF,2.36399401,2.002,0.586,0.0,0.0,0.0,435.4523586444444,502.38245864444445,502.38245864444445,46.0,32.0,32.0,389.4523586444444,470.38245864444445,470.38245864444445,9.75,0.065,0.651,0.651,0.20736103233333333,0.7814126323333334,0.7814126323333334,C9
E2079,C12,12,AT,AT225,47.0670355,15.07815,3,Glass,11,glass-container,166.7466587,140,146,145,(NG)-CC,(EL)-CC,(EL),0.44358809,0.338,0.097,0.021,0.0,0.0,251.80920304444447,260.61025659999996,267.09275660000003,68.483,53.919,50.0,183.32620304444447,206.6912566,217.09275660000003,1.6499999999999997,0.011,0.002,0.073,0.08259808833333333,0.1719824,0.2425564,C10
E573,C14,14,AT,AT223,47.5345013,15.502833,1,Steel,2,steel-secondary,251.3609467,214,218,214,Scraps EAF,EU-mix-2050,Scraps EAF,0.143477203,0.04,0.0,0.0,0.0,0.0,531.9477585,531.9477585,531.9477585,18.0,18.0,18.0,513.9477585,513.9477585,513.9477585,6.0,0.04,0.04,0.04,0.0973878205,0.0973878205,0.0973878205,C11
E2236,C20,20,AT,AT312,48.2883392999999,14.3255301999999,5,Fertilisers,18,fertiliser-ammonia,382.81199999999995,105,107,107,(NG)NH3-MVR-DEA,(BM)NH3,(BM)NH3,2.07811468,1.742,1.42,0.0,0.0,0.0,482.6432713651555,490.9891,490.9891,120.3508298096,170.0,170.0,362.2924415555555,320.9891,320.9891,30.3,0.202,0.0,0.0,0.46096393166666666,0.1487316,0.1487316,C9
E2395,C21,21,AT,AT127,48.1398599999999,16.4893959999999,6,Chemical,20,chemical-PEA,43.406178,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C3
E2396,C24,24,AT,AT312,48.2882891,14.3268901999999,6,Chemical,20,chemical-PEA,43.406178,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C9
E1402,C26,26,AT,AT122,47.8736795,16.085401,2,Cement,8,cement,449.0229585,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C12
E1,C27,27,AT,AT127,48.1480748,16.4947953,4,Refineries,15,refineries-light-liquid-fuel,2836.2799999999997,178,177,175,REF-SMR-MEA,REF(H2)-MEA,REF-SMR,0.622573543,0.231,0.208,0.17,0.0,0.0,678.4894344371378,682.5657872661224,704.4289424577778,47.98003797936,46.4356079639,44.0,630.5093964577778,636.1301793022224,660.4289424577778,3.4499999999999997,0.023,0.019,0.231,0.4144009225333334,0.4040080408666667,0.6181601225333334,C3
E2,C27,27,AT,AT127,48.1480748,16.4947953,6,Chemical,19,chemical-olefins,500.0,83,82,82,(LN)O-MEA,(LN)O,(LN)O,1.348312693,0.967,1.002,0.0,0.0,0.0,730.4031431035622,746.908569,746.908569,106.49401988134,55.0,55.0,623.9091232222222,691.908569,691.908569,16.65,0.111,0.967,0.967,0.5322865194666667,1.3156651228,1.3156651228,C3
E3,C27,27,AT,AT127,48.1480748,16.4947953,6,Chemical,19,chemical-olefins,257.5757576,83,82,82,(LN)O-MEA,(LN)O,(LN)O,1.348312693,0.967,1.002,0.0,0.0,0.0,730.4031431035622,746.908569,746.908569,106.49401988134,55.0,55.0,623.9091232222222,691.908569,691.908569,16.65,0.111,0.967,0.967,0.5322865194666667,1.3156651228,1.3156651228,C3
E4,C27,27,AT,AT127,48.1480748,16.4947953,6,Chemical,19,chemical-olefins,757.5757576,83,82,82,(LN)O-MEA,(LN)O,(LN)O,1.348312693,0.967,1.002,0.0,0.0,0.0,730.4031431035622,746.908569,746.908569,106.49401988134,55.0,55.0,623.9091232222222,691.908569,691.908569,16.65,0.111,0.967,0.967,0.5322865194666667,1.3156651228,1.3156651228,C3
E1403,C28,28,AT,AT315,47.9204319999999,13.77487,2,Cement,8,cement,505.0912255,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C13
E2397,C30,30,AT,AT124,48.4056264999999,15.638469,6,Chemical,20,chemical-PEA,43.406178,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C14
E2534,C30,30,AT,AT124,48.4056264999999,15.638469,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C14
E1405,C31,31,AT,AT213,46.8478071999999,14.533187,2,Cement,8,cement,673.7515518,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C15
E1408,C34,34,AT,AT225,46.735433,15.5725231,2,Cement,8,cement,499.8248793,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C16
E1409,C35,35,AT,AT127,47.9821117999999,16.6026807,2,Cement,8,cement,931.584808,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C3
E1412,C39,39,AT,AT314,47.9073314999999,14.1171761,2,Cement,8,cement,346.038737,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C2
E578,C40,40,BE,BE32B,50.4115644,4.5257201,1,Steel,2,steel-secondary,791.1764706,214,218,214,Scraps EAF,EU-mix-2050,Scraps EAF,0.143477203,0.04,0.0,0.0,0.0,0.0,531.9477585,531.9477585,531.9477585,18.0,18.0,18.0,513.9477585,513.9477585,513.9477585,6.0,0.04,0.04,0.04,0.0973878205,0.0973878205,0.0973878205,C17
E1901,C46,46,BE,BE213,51.1131902999999,5.0012637,6,Chemical,21,chemical-PE,845.0,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C18
E1902,C46,46,BE,BE213,51.1131902999999,5.0012637,6,Chemical,20,chemical-PEA,1490.0,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C18
E1919,C47,47,BE,BE32C,50.5607357,4.2166518,6,Chemical,20,chemical-PEA,425.0,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C19
E5,C48,48,BE,BE211,51.3316862,4.2867486,4,Refineries,15,refineries-light-liquid-fuel,1578.96,178,177,175,REF-SMR-MEA,REF(H2)-MEA,REF-SMR,0.622573543,0.231,0.208,0.17,0.0,0.0,678.4894344371378,682.5657872661224,704.4289424577778,47.98003797936,46.4356079639,44.0,630.5093964577778,636.1301793022224,660.4289424577778,3.4499999999999997,0.023,0.019,0.231,0.4144009225333334,0.4040080408666667,0.6181601225333334,C20
E6,C49,49,BE,BE211,51.2721974,4.3193865,4,Refineries,15,refineries-light-liquid-fuel,4941.5599999999995,178,177,175,REF-SMR-MEA,REF(H2)-MEA,REF-SMR,0.622573543,0.231,0.208,0.17,0.0,0.0,678.4894344371378,682.5657872661224,704.4289424577778,47.98003797936,46.4356079639,44.0,630.5093964577778,636.1301793022224,660.4289424577778,3.4499999999999997,0.023,0.019,0.231,0.4144009225333334,0.4040080408666667,0.6181601225333334,C20
E1892,C52,52,BE,BE211,51.3056723999999,4.3041462,6,Chemical,21,chemical-PE,83.0,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E2535,C53,53,BE,BE213,51.1390613,4.9201721,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C18
E2148,C54,54,BE,BE213,51.1929562999999,5.1632051,3,Glass,12,glass-float,168.7504912,164,170,169,(NG)-CC,(EL)-CC,(EL),0.580169919,0.487,0.14,0.052,0.0,0.0,250.42840994222226,260.07431572,277.62331572,83.46000000000001,66.228,58.0,166.96840994222225,193.84631572000004,219.62331572,2.4,0.016,0.006,0.182,0.08442004666666666,0.1873836,0.36231559999999996,C18
E2149,C55,55,BE,BE352,50.4480630999999,4.6882422,3,Glass,12,glass-float,756.7568762,164,170,169,(NG)-CC,(EL)-CC,(EL),0.580169919,0.487,0.14,0.052,0.0,0.0,250.42840994222226,260.07431572,277.62331572,83.46000000000001,66.228,58.0,166.96840994222225,193.84631572000004,219.62331572,2.4,0.016,0.006,0.182,0.08442004666666666,0.1873836,0.36231559999999996,C17
E2398,C56,56,BE,BE224,51.0616356,5.0939353,6,Chemical,20,chemical-PEA,43.406178,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C18
E2536,C57,57,BE,BE211,51.2366283,4.3298371,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E10,C58,58,BE,BE211,51.2528276,4.3483751,4,Refineries,15,refineries-light-liquid-fuel,4502.96,178,177,175,REF-SMR-MEA,REF(H2)-MEA,REF-SMR,0.622573543,0.231,0.208,0.17,0.0,0.0,678.4894344371378,682.5657872661224,704.4289424577778,47.98003797936,46.4356079639,44.0,630.5093964577778,636.1301793022224,660.4289424577778,3.4499999999999997,0.023,0.019,0.231,0.4144009225333334,0.4040080408666667,0.6181601225333334,C20
E2537,C59,59,BE,BE213,51.1047195,5.0542331,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C18
E1414,C61,61,BE,BE328,50.5985762999999,3.4920674,2,Cement,8,cement,1859.937161,34,63,36,CEM2-(Afm)Oxy-MEA,EU-mix-2050,CEM2-(BMW),0.536074117,0.49818,0.485,0.501418443,0.0,0.0,69.07946884110001,69.18344591111111,104.71368770000001,18.088320381099997,12.345486,3.0,50.991148460000005,56.83795991111111,101.71368770000001,13.799999999999999,0.092,0.033971836,0.342,0.11191325199999999,0.05687816046263333,0.3516348,C21
E586,C62,62,BE,BE32B,50.4080676999999,4.4183667,1,Steel,2,steel-secondary,672.5,214,218,214,Scraps EAF,EU-mix-2050,Scraps EAF,0.143477203,0.04,0.0,0.0,0.0,0.0,531.9477585,531.9477585,531.9477585,18.0,18.0,18.0,513.9477585,513.9477585,513.9477585,6.0,0.04,0.04,0.04,0.0973878205,0.0973878205,0.0973878205,C17
E1851,C65,65,BE,BE211,51.3547859,4.2726976,6,Chemical,19,chemical-olefins,1100.0,83,82,82,(LN)O-MEA,(LN)O,(LN)O,1.348312693,0.967,1.002,0.0,0.0,0.0,730.4031431035622,746.908569,746.908569,106.49401988134,55.0,55.0,623.9091232222222,691.908569,691.908569,16.65,0.111,0.967,0.967,0.5322865194666667,1.3156651228,1.3156651228,C20
E1852,C65,65,BE,BE211,51.3547859,4.2726976,6,Chemical,20,chemical-PEA,3635.0,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C20
E1853,C65,65,BE,BE211,51.3547859,4.2726976,6,Chemical,21,chemical-PE,2975.0,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E1855,C65,65,BE,BE211,51.3547859,4.2726976,5,Fertilisers,18,fertiliser-ammonia,552.0,105,107,107,(NG)NH3-MVR-DEA,(BM)NH3,(BM)NH3,2.07811468,1.742,1.42,0.0,0.0,0.0,482.6432713651555,490.9891,490.9891,120.3508298096,170.0,170.0,362.2924415555555,320.9891,320.9891,30.3,0.202,0.0,0.0,0.46096393166666666,0.1487316,0.1487316,C20
E1856,C65,65,BE,BE211,51.3547859,4.2726976,5,Fertilisers,18,fertiliser-nitric-acid,332.58,117,118,117,(BM)HNO3,(BM)HNO3-DEA,(BM)HNO3,0.455609314,0.409,0.0,0.736,0.0,0.736,97.43214512,105.90694141568,97.43214512,30.0,38.47479629568,30.0,67.43214512,67.43214512,67.43214512,0.0,0.0,-0.736,0.0,0.0,-0.736,0.0,C20
E2297,C65,65,BE,BE211,51.3547859,4.2726976,6,Chemical,19,chemical-olefins,260.0,83,82,82,(LN)O-MEA,(LN)O,(LN)O,1.348312693,0.967,1.002,0.0,0.0,0.0,730.4031431035622,746.908569,746.908569,106.49401988134,55.0,55.0,623.9091232222222,691.908569,691.908569,16.65,0.111,0.967,0.967,0.5322865194666667,1.3156651228,1.3156651228,C20
E2538,C66,66,BE,BE211,51.2830631,4.3319372,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E589,C67,67,BE,BE234,51.1824099,3.8220332,1,Steel,1,steel-primary,5300.0,204,203,203,(NG)DRI-EAF-MEA,(NG)DRI-EAF,(NG)DRI-EAF,2.36399401,2.002,0.586,0.0,0.0,0.0,435.4523586444444,502.38245864444445,502.38245864444445,46.0,32.0,32.0,389.4523586444444,470.38245864444445,470.38245864444445,9.75,0.065,0.651,0.651,0.20736103233333333,0.7814126323333334,0.7814126323333334,C22
E1909,C69,69,BE,BE211,51.3603735,4.2621625,6,Chemical,20,chemical-PEA,886.6038,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C20
E3011,C69,69,BE,BE211,51.3603735,4.2621625,6,Chemical,21,chemical-PE,963.3962,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E1910,C70,70,BE,BE211,51.3547859,4.2726976,6,Chemical,20,chemical-PEA,630.0,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C20
E2539,C71,71,BE,BE211,51.2408148999999,4.314137,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E2540,C72,72,BE,BE211,51.240243,4.3122917,6,Chemical,21,chemical-PE,47.165769,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C20
E1916,C74,74,BE,BE224,51.0677339,5.1622156,6,Chemical,21,chemical-PE,280.0,65,68,68,(NG)PE-MEA,(EL)PE,(EL)PE,0.050040025,0.016,0.015,0.0,0.0,0.0,1000.7329960451451,1001.8245000000001,1001.8245000000001,37.033860045145,37.0,37.0,963.6991360000001,964.8245000000001,964.8245000000001,0.3,0.002,0.0,0.0,0.02090579,0.024953999999999997,0.024953999999999997,C18
E1917,C75,75,BE,BE234,51.1384771,3.7862576,6,Chemical,20,chemical-PEA,100.0,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C22
E2399,C76,76,BE,BE211,51.3234903,4.2905314,6,Chemical,20,chemical-PEA,43.406178,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C20
E2400,C77,77,BE,BE224,50.9328240999999,5.4773605,6,Chemical,20,chemical-PEA,43.406178,74,77,77,(NG)PEA-MEA,(EL)PEA,(EL)PEA,0.600555118,0.459,0.443,0.0,0.0,0.0,1250.9949502544825,1272.57565,1272.57565,120.499307810038,111.0,111.0,1130.4956424444445,1161.57565,1161.57565,7.35,0.049,0.0,0.0,0.16401245333333336,0.284634,0.284634,C23
E2266,C79,79,BE,BE211,51.35522,4.285118,5,Fertilisers,18,fertiliser-nitric-acid,732.78,117,118,117,(BM)HNO3,(BM)HNO3-DEA,(BM)HNO3,0.455609314,0.409,0.0,0.736,0.0,0.736,97.43214512,105.90694141568,97.43214512,30.0,38.47479629568,30.0,67.43214512,67.43214512,67.43214512,0.0,0.0,-0.736,0.0,0.0,-0.736,0.0,C20
E2111,C81,81,BE,BE32D,50.0269282,4.1534544,3,Glass,11,glass-container,75.2149785,140,146,145,(NG)-CC,(EL)-CC,(EL),0.44358809,0.338,0.097,0.021,0.0,0.0,251.80920304444447,260.61025659999996,267.09275660000003,68.483,53.919,50.0,183.32620304444447,206.6912566,217.09275660000003,1.6499999999999997,0.011,0.002,0.073,0.08259808833333333,0.1719824,0.2425564,C24
E11,C82,82,BE,BE211,51.2498290999999,4.368393,4,Refineries,15,refineries-light-liquid-fuel,350.88,178,177,175,REF-SMR-MEA,REF(H2)-MEA,REF-SMR,0.622573543,0.231,0.208,0.17,0.0,0.0,678.4894344371378,682.5657872661224,704.4289424577778,47.98003797936,46.4356079639,44.0,630.5093964577778,636.1301793022224,660.4289424577778,3.4499999999999997,0.023,0.019,0.231,0.4144009225333334,0.4040080408666667,0.6181601225333334,C20
